"leaguage_id","home_team_id","away_team_id","season_id","home_sum_pkt_home_away_last_5","home_total_rows_home_away_last_5","away_sum_pkt_home_away_last_5","away_total_rows_home_away_last_5","sum_pkt_home_all","total_rows_home_all","sum_pkt_away_all","total_rows_away_all","sum_pkt_home_last_5","total_rows_home_last_5","sum_pkt_away_last_5","total_rows_away_last_5","type_1","type_0","type_2","type_10","type_02","type_12","home_value","home_players","away_value","away_players","ht_home_score","ht_away_score","ft_home_score","ft_away_score","ht_points","ft_points","bts","goals_2_5","tg"
6,11,10,1,9,5,6,5,9,8,9,8,6,5,6,5,2.88,3.35,2.6,1.55,1.46,1.37,8050000.00,30,19880000.00,30,0,0,1,2,1,0,1,1,3
6,6,9,1,9,5,9,5,3,6,3,8,3,5,0,5,2.4,3.35,3.15,1.4,1.62,1.36,10500000.00,27,12950000.00,31,0,1,1,3,0,0,1,1,4
6,14,7,1,3,5,3,5,9,8,9,8,6,5,6,5,3.45,3.4,2.21,1.71,1.34,1.35,9780000.00,34,18950000.00,27,0,0,0,0,1,1,0,0,0
6,6,2,1,9,5,9,5,3,7,9,7,3,5,6,5,2.55,3.48,2.8,1.47,1.55,1.33,10500000.00,27,9800000.00,29,0,1,2,1,0,3,1,1,3
6,8,11,1,6,5,12,5,6,8,12,8,3,5,6,5,2.65,3.22,2.87,1.45,1.52,1.38,6650000.00,34,8930000.00,33,0,0,0,0,1,1,0,0,0
6,13,5,1,3,5,9,5,12,8,12,7,9,5,9,5,4.45,3.7,1.85,2.02,1.23,1.31,7900000.00,25,30830000.00,30,0,0,0,0,1,1,0,0,0
6,16,12,1,6,5,15,5,3,8,15,8,3,5,12,5,5.2,3.55,1.78,2.11,1.19,1.33,9580000.00,26,33380000.00,28,1,0,1,1,3,1,1,0,2
6,17,10,1,6,5,9,5,12,8,12,9,9,5,6,5,2.95,3.4,2.48,1.58,1.43,1.35,10750000.00,27,18650000.00,31,0,1,3,3,0,1,1,1,6
6,14,18,1,3,5,9,5,9,9,9,8,6,5,3,5,2.26,3.32,3.4,1.34,1.68,1.36,9930000.00,35,11350000.00,40,0,1,0,3,0,0,0,1,3
6,9,3,1,9,5,6,5,6,8,0,8,0,5,0,5,2.18,3.32,3.6,1.32,1.73,1.36,10880000.00,31,10280000.00,36,0,0,1,1,1,1,1,0,2
6,7,4,1,3,5,9,5,18,8,6,9,12,5,0,5,1.42,4.75,8.2,1.09,3.0,1.21,19000000.00,27,6280000.00,30,2,0,3,2,3,3,1,1,5
6,6,15,1,6,5,6,5,6,8,6,9,6,5,0,5,2.56,3.4,2.85,1.46,1.55,1.35,11150000.00,29,11750000.00,33,0,0,1,0,1,3,0,0,1
6,8,5,1,0,1,3,1,0,0,0,0,0,0,0,0,4.65,4.0,1.7,2.15,1.19,1.24,9550000.00,37,31650000.00,32,1,1,2,2,1,1,1,1,4
6,12,9,1,12,5,9,5,24,9,6,9,15,5,3,5,1.42,4.75,8.2,1.06,3.05,1.16,32380000.00,26,10280000.00,28,1,0,1,0,3,3,0,0,1
6,2,6,1,6,5,3,5,6,9,9,9,3,5,6,5,2.05,3.55,3.75,1.3,1.82,1.33,10050000.00,33,10900000.00,28,1,0,1,1,3,1,1,0,2
6,18,7,1,12,5,3,5,3,9,9,9,3,5,3,5,3.5,3.45,2.18,1.74,1.34,1.34,11800000.00,40,19450000.00,30,0,1,1,2,0,0,1,1,3
6,11,13,1,12,5,0,5,9,9,12,9,6,5,6,5,2.05,3.45,3.9,1.29,1.83,1.34,9100000.00,31,7430000.00,26,1,0,1,0,3,3,0,0,1
6,5,8,1,6,5,6,5,12,9,3,8,9,5,3,5,1.44,4.65,8.1,1.1,2.95,1.22,30630000.00,30,7300000.00,34,1,0,1,0,3,3,0,0,1
6,10,14,1,9,5,6,5,12,8,6,8,6,5,3,5,1.7,3.75,5.6,1.17,2.25,1.3,18250000.00,31,9730000.00,34,0,0,0,2,1,0,0,0,2
6,4,1,1,6,5,3,5,3,8,9,8,0,5,6,5,3.4,3.4,2.26,1.7,1.36,1.36,7080000.00,31,15000000.00,34,1,0,2,1,3,3,1,1,3
6,13,12,1,0,5,12,5,12,9,15,9,6,5,12,5,6.3,4.3,1.55,2.56,1.14,1.24,7430000.00,26,32380000.00,26,0,0,0,0,1,1,0,0,0
6,6,17,1,3,5,6,5,9,9,15,9,9,5,9,5,2.73,3.22,2.78,1.48,1.49,1.38,10900000.00,28,10750000.00,27,0,0,0,0,1,1,0,0,0
6,14,4,1,9,5,3,5,9,10,6,10,3,5,0,5,1.92,3.65,4.15,1.26,1.94,1.31,9730000.00,34,7080000.00,31,0,0,1,1,1,1,1,0,2
6,15,5,1,6,5,3,5,18,8,12,9,9,5,6,5,3.85,3.6,2.0,1.86,1.29,1.32,11700000.00,32,30630000.00,30,0,1,0,1,0,0,0,0,1
6,18,9,1,12,5,9,5,3,10,6,10,0,5,3,5,2.45,3.22,3.15,1.39,1.59,1.38,11800000.00,40,10280000.00,28,0,2,0,2,0,0,0,0,2
6,2,11,1,6,5,9,5,6,10,12,9,3,5,6,5,2.1,3.4,3.75,1.3,1.78,1.35,10050000.00,33,9100000.00,31,0,0,0,0,1,1,0,0,0
6,7,1,1,6,5,3,5,21,9,9,9,12,5,6,5,1.88,3.55,4.5,1.23,1.98,1.33,19450000.00,30,15000000.00,34,0,1,2,2,0,1,1,1,4
6,16,8,1,6,5,3,5,3,9,3,9,3,5,3,5,1.97,3.35,4.35,1.24,1.89,1.36,9880000.00,28,7300000.00,34,0,0,1,1,1,1,1,0,2
6,1,13,1,0,5,0,5,15,10,12,10,6,5,6,5,1.88,3.5,4.55,1.22,1.98,1.33,15000000.00,34,7730000.00,27,0,1,2,1,0,3,1,1,3
6,17,14,1,6,5,6,5,12,10,9,9,6,5,6,5,2.02,3.55,3.85,1.29,1.85,1.32,10750000.00,27,9880000.00,33,0,0,1,0,1,3,0,0,1
6,4,6,1,3,5,3,5,6,9,9,10,3,5,6,5,2.5,3.32,2.98,1.43,1.57,1.36,7080000.00,31,10880000.00,27,1,0,1,0,3,3,0,0,1
6,12,2,1,9,5,3,5,27,10,9,9,15,5,3,5,1.48,4.5,7.2,1.11,2.77,1.23,32380000.00,26,10950000.00,33,1,0,2,0,3,3,0,0,2
6,10,16,1,9,5,6,5,12,9,18,9,3,5,9,5,1.92,3.45,4.45,1.23,1.94,1.34,18750000.00,31,9880000.00,28,1,1,3,1,1,3,1,1,4
6,8,15,1,3,5,9,5,6,10,6,10,3,5,0,5,2.62,3.3,2.84,1.46,1.53,1.36,7630000.00,34,10500000.00,32,1,1,2,1,1,3,1,1,3
6,5,18,1,6,5,12,5,15,10,12,9,9,5,6,5,1.48,4.55,7.1,1.12,2.77,1.22,30630000.00,30,14500000.00,41,1,2,1,2,0,0,1,1,3
6,9,7,1,12,5,3,5,6,9,12,10,0,5,6,5,3.0,3.35,2.46,1.58,1.42,1.35,10680000.00,29,19450000.00,30,0,0,0,1,1,0,0,0,1
6,11,3,1,6,5,3,5,12,10,0,10,6,5,0,5,2.1,3.4,3.75,1.3,1.78,1.35,8750000.00,29,12930000.00,36,0,0,0,0,1,1,0,0,0
6,3,12,1,3,5,9,5,15,10,15,10,6,5,9,5,5.8,4.0,1.63,2.37,1.16,1.27,12930000.00,36,32380000.00,26,1,1,1,2,1,0,1,1,3
6,7,17,1,6,5,3,5,21,10,15,10,9,5,9,5,1.96,3.55,4.1,1.26,1.9,1.33,19450000.00,30,10750000.00,27,1,0,2,2,3,1,1,1,4
6,9,1,1,12,5,0,5,6,10,9,10,0,5,3,5,2.27,3.2,3.55,1.33,1.68,1.38,10680000.00,29,15000000.00,34,0,0,2,1,1,3,1,1,3
6,16,4,1,3,5,3,5,3,10,6,11,3,5,0,5,2.02,3.35,4.1,1.26,1.84,1.35,9880000.00,28,7080000.00,31,3,0,5,1,3,3,1,1,6
6,6,11,1,0,5,3,5,9,10,12,10,9,5,6,5,2.4,3.3,3.15,1.39,1.61,1.36,10880000.00,27,8750000.00,29,0,2,1,3,0,0,1,1,4
6,13,2,1,0,5,3,5,12,10,9,10,6,5,3,5,3.0,3.35,2.46,1.58,1.42,1.35,7730000.00,27,10950000.00,33,0,0,0,1,1,0,0,0,1
6,15,10,1,6,5,6,5,18,9,12,11,9,5,6,5,3.3,3.35,2.3,1.66,1.36,1.36,10500000.00,32,18750000.00,31,0,0,0,1,1,0,0,0,1
6,14,5,1,6,5,6,5,9,11,15,10,3,5,6,5,4.0,3.5,2.0,1.87,1.27,1.33,9880000.00,33,30630000.00,30,1,0,2,1,3,3,1,1,3
6,18,8,1,15,5,0,5,3,11,3,10,0,5,3,5,2.05,3.45,3.85,1.29,1.82,1.34,14500000.00,41,7630000.00,34,0,0,2,1,1,3,1,1,3
6,13,9,1,3,5,9,5,12,11,9,11,3,5,6,5,3.25,3.18,2.42,1.61,1.37,1.39,7730000.00,27,10680000.00,29,0,0,0,2,1,0,0,0,2
6,5,6,1,6,5,3,5,15,11,9,11,9,5,6,5,1.5,4.5,6.8,1.13,2.71,1.23,30480000.00,29,10500000.00,27,2,0,5,0,3,3,0,1,5
6,17,16,1,0,5,0,5,15,11,18,10,6,5,9,5,2.27,3.25,3.4,1.34,1.66,1.36,10750000.00,27,9880000.00,29,0,1,0,2,0,0,0,0,2
6,4,15,1,0,5,6,5,9,10,6,11,6,5,0,5,2.45,3.3,3.05,1.41,1.59,1.36,6250000.00,29,10450000.00,34,0,0,1,0,1,3,0,0,1
6,2,7,1,6,5,6,5,6,11,15,11,3,5,9,5,3.15,3.3,2.38,1.61,1.38,1.36,12880000.00,35,19450000.00,30,0,1,0,1,0,0,0,0,1
6,8,3,1,0,5,3,5,9,11,0,11,6,5,0,5,2.26,3.35,3.4,1.35,1.69,1.36,7130000.00,31,12930000.00,36,1,1,1,1,1,1,1,0,2
6,10,12,1,6,5,9,5,15,10,18,11,6,5,9,5,3.6,3.35,2.18,1.74,1.32,1.36,17900000.00,28,32380000.00,26,0,1,0,2,0,0,0,0,2
6,1,14,1,0,5,6,5,18,11,9,10,9,5,6,5,2.11,3.35,3.8,1.29,1.78,1.36,15000000.00,34,9880000.00,34,0,1,1,1,0,1,1,0,2
6,11,18,1,3,5,12,5,12,11,15,10,6,5,9,5,2.2,3.36,3.5,1.33,1.71,1.35,9430000.00,30,13950000.00,39,0,1,0,1,0,0,0,0,1
6,15,16,1,6,5,6,5,18,8,18,9,9,5,9,5,2.3,3.25,3.35,1.35,1.65,1.36,11700000.00,32,9880000.00,28,0,0,1,0,1,3,0,0,1
6,6,8,1,3,5,0,5,9,11,3,11,6,5,3,5,2.48,3.35,2.94,1.43,1.57,1.35,10500000.00,27,7130000.00,31,0,0,4,0,1,3,0,1,4
6,12,14,1,12,5,3,5,30,11,9,11,15,5,6,5,1.33,5.15,10.5,1.06,3.45,1.18,32380000.00,26,9880000.00,34,1,0,4,1,3,3,1,1,5
6,4,11,1,0,5,6,5,12,11,15,11,9,5,9,5,2.67,3.2,2.86,1.46,1.51,1.38,6250000.00,29,9430000.00,30,1,1,2,1,1,3,1,1,3
6,18,10,1,12,5,9,5,6,12,15,12,3,5,9,5,3.1,3.4,2.37,1.62,1.4,1.34,13950000.00,39,17900000.00,28,0,0,0,1,1,0,0,0,1
6,3,2,1,3,5,9,5,15,11,12,11,3,5,6,5,2.62,3.35,2.81,1.47,1.53,1.36,12930000.00,36,12880000.00,35,2,1,2,1,3,3,1,1,3
6,16,1,1,3,5,0,5,6,11,9,11,3,5,3,5,2.5,3.1,3.2,1.38,1.57,1.4,9880000.00,29,15000000.00,34,0,0,0,0,1,1,0,0,0
6,9,5,1,12,5,6,5,9,11,15,11,3,5,6,5,3.2,3.16,2.46,1.59,1.38,1.39,10680000.00,29,30480000.00,29,0,0,1,1,1,1,1,0,2
6,7,13,1,9,5,6,5,21,11,12,11,6,5,3,5,1.51,4.4,6.8,1.12,2.67,1.24,19450000.00,30,7730000.00,27,0,0,2,0,1,3,0,0,2
6,15,17,1,6,5,3,5,21,11,15,11,6,5,6,5,2.95,3.25,2.57,1.55,1.44,1.37,10450000.00,34,10750000.00,27,1,0,1,1,3,1,1,0,2
6,2,15,1,9,5,3,5,6,12,6,12,3,5,0,5,1.98,3.5,4.05,1.26,1.88,1.33,12880000.00,35,10450000.00,34,0,2,3,2,0,3,1,1,5
6,11,7,1,6,5,6,5,12,12,18,12,3,5,12,5,3.3,3.25,2.35,1.64,1.36,1.37,9380000.00,28,19450000.00,30,0,1,0,2,0,0,0,0,2
6,14,13,1,3,5,6,5,12,12,12,12,3,5,0,5,2.27,3.35,3.35,1.35,1.68,1.35,9880000.00,34,7650000.00,25,1,1,1,1,1,1,1,0,2
6,3,18,1,3,5,12,5,18,12,18,11,6,5,9,5,2.65,3.35,2.77,1.48,1.52,1.35,12550000.00,34,13950000.00,40,0,1,2,2,0,1,1,1,4
6,10,4,1,9,5,0,5,15,11,6,12,3,5,0,5,1.62,4.15,5.6,1.17,2.38,1.26,17900000.00,28,6150000.00,28,0,0,0,0,1,1,0,0,0
6,12,1,1,12,5,0,5,33,12,9,12,15,5,0,5,1.43,4.55,8.5,1.09,2.96,1.22,32380000.00,26,15000000.00,34,1,1,4,1,1,3,1,1,5
6,16,6,1,3,5,3,5,6,12,9,12,3,5,3,5,2.05,3.4,3.95,1.28,1.83,1.35,9850000.00,28,10500000.00,27,1,0,2,0,3,3,0,0,2
6,8,9,1,0,5,9,5,9,12,12,12,6,5,9,5,3.35,3.1,2.41,1.61,1.36,1.4,7080000.00,30,10680000.00,29,0,1,0,1,0,0,0,0,1
6,17,5,1,3,5,6,5,15,12,15,12,3,5,3,5,3.3,3.45,2.26,1.69,1.37,1.34,10750000.00,27,30480000.00,29,0,0,1,2,1,0,1,1,3
6,18,16,1,9,5,3,5,6,13,21,12,3,5,9,5,2.57,3.2,3.0,1.43,1.55,1.38,13950000.00,40,9850000.00,28,0,0,0,0,1,1,0,0,0
6,9,2,1,9,5,9,5,9,12,12,12,3,5,3,5,2.05,3.27,4.1,1.26,1.82,1.37,10680000.00,29,12880000.00,35,1,0,1,0,3,3,0,0,1
6,4,8,1,0,5,3,5,15,12,3,12,12,5,3,5,2.25,3.27,3.45,1.33,1.68,1.36,6780000.00,28,6830000.00,30,1,0,1,0,3,3,0,0,1
6,7,12,1,9,5,15,5,24,12,21,12,9,5,9,5,3.55,3.45,2.13,1.75,1.32,1.33,22800000.00,30,34930000.00,26,2,1,3,1,3,3,1,1,4
6,6,14,1,3,5,3,5,12,12,9,12,9,5,3,5,2.25,3.35,3.35,1.35,1.68,1.35,9000000.00,27,10550000.00,35,0,0,0,0,1,1,0,0,0
6,15,11,1,3,5,9,5,21,12,15,12,6,5,6,5,2.67,3.3,2.75,1.48,1.5,1.35,9250000.00,35,8680000.00,28,0,0,1,1,1,1,1,0,2
6,1,17,1,3,5,6,5,18,12,15,12,9,5,3,5,2.5,3.1,3.15,1.38,1.56,1.39,14300000.00,34,11550000.00,27,0,0,1,1,1,1,1,0,2
6,5,10,1,6,5,9,5,18,12,18,13,9,5,9,5,2.08,3.5,3.65,1.3,1.79,1.32,34130000.00,29,17000000.00,29,1,1,2,2,1,1,1,1,4
6,13,3,1,6,5,3,5,12,12,0,12,3,5,0,5,2.52,3.32,2.96,1.43,1.56,1.36,7300000.00,25,13200000.00,34,0,1,1,1,0,1,1,0,2
6,14,9,1,3,5,6,5,12,13,15,13,3,5,12,5,3.45,3.2,2.3,1.66,1.34,1.38,10550000.00,35,10630000.00,29,0,0,0,1,1,0,0,0,1
6,2,4,1,6,5,0,5,9,13,6,13,3,5,0,5,1.95,3.45,4.3,1.25,1.91,1.34,13480000.00,33,6780000.00,28,0,1,1,1,0,1,1,0,2
6,15,18,1,0,5,6,5,21,13,18,12,3,5,9,5,2.66,3.35,2.81,1.48,1.53,1.37,9250000.00,35,14180000.00,35,0,0,2,0,1,3,0,0,2
6,17,13,1,6,5,6,5,15,13,12,13,3,5,0,5,1.78,3.7,5.0,1.2,2.13,1.31,11550000.00,27,7300000.00,25,0,1,0,2,0,0,0,0,2
6,10,1,1,9,5,3,5,15,12,9,13,3,5,0,5,1.82,3.6,4.9,1.21,2.08,1.33,17000000.00,29,14300000.00,34,2,1,3,2,3,3,1,1,5
6,5,16,1,3,5,3,5,18,13,21,13,9,5,6,5,1.7,3.67,5.9,1.16,2.26,1.32,34130000.00,29,11300000.00,28,1,0,2,0,3,3,0,0,2
6,3,6,1,3,5,3,5,18,13,9,13,6,5,0,5,2.25,3.45,3.25,1.36,1.67,1.33,13200000.00,34,9000000.00,27,0,0,1,0,1,3,0,0,1
6,11,12,1,9,5,12,5,12,13,21,13,3,5,6,5,5.1,3.75,1.73,2.16,1.18,1.29,8680000.00,28,34930000.00,26,0,0,0,0,1,1,0,0,0
6,8,7,1,3,5,6,5,9,13,21,13,3,5,12,5,5.4,4.1,1.63,2.33,1.17,1.25,6830000.00,30,22800000.00,30,1,1,2,2,1,1,1,1,4
6,16,14,1,0,5,6,5,9,13,9,13,6,5,3,5,2.02,3.3,4.2,1.25,1.85,1.36,11300000.00,28,10550000.00,35,2,1,3,1,3,3,1,1,4
6,18,2,1,6,5,3,5,6,14,12,13,3,5,3,5,2.6,3.35,2.83,1.46,1.53,1.36,14180000.00,35,13480000.00,33,0,0,0,2,1,0,0,0,2
6,1,11,1,3,5,6,5,18,13,15,13,9,5,3,5,2.45,3.27,3.1,1.4,1.59,1.37,14300000.00,34,8680000.00,28,1,0,3,0,3,3,0,1,3
6,4,3,1,0,5,0,5,18,13,0,13,15,5,0,5,2.32,3.35,3.25,1.37,1.65,1.35,6780000.00,28,13200000.00,34,0,1,2,1,0,3,1,1,3
6,6,10,1,0,5,6,5,12,13,18,14,6,5,6,5,3.95,3.6,1.98,1.88,1.28,1.32,9000000.00,27,17000000.00,29,0,0,0,1,1,0,0,0,1
6,9,15,1,9,5,0,5,12,13,6,13,6,5,0,5,1.8,3.65,4.95,1.21,2.1,1.32,10630000.00,29,9250000.00,35,1,0,1,0,3,3,0,0,1
6,12,17,1,9,5,9,5,36,13,15,13,15,5,3,5,1.44,4.6,8.4,1.1,2.97,1.23,34930000.00,26,11550000.00,27,1,0,2,0,3,3,0,0,2
6,7,5,1,6,5,3,5,27,13,18,13,9,5,6,5,2.28,3.38,3.35,1.36,1.68,1.36,22800000.00,30,34130000.00,29,1,0,2,2,3,1,1,1,4
6,13,8,1,6,5,3,5,12,13,3,13,0,5,0,5,2.25,3.32,3.45,1.34,1.69,1.36,7300000.00,25,6830000.00,31,0,0,1,1,1,1,1,0,2
6,15,3,1,0,5,0,5,24,14,0,14,6,5,0,5,2.75,3.35,2.67,1.51,1.49,1.35,9250000.00,35,13200000.00,34,2,1,2,4,3,0,1,1,6
6,16,7,1,0,5,3,5,12,14,21,14,9,5,12,5,3.6,3.25,2.22,1.71,1.32,1.37,11280000.00,28,22800000.00,30,0,0,1,0,1,3,0,0,1
6,6,1,1,3,5,3,5,12,14,9,14,3,5,0,5,2.65,3.25,2.8,1.46,1.5,1.36,9000000.00,27,14300000.00,34,0,1,1,2,0,0,1,1,3
6,8,12,1,3,5,9,5,9,14,21,14,3,5,6,5,7.8,4.4,1.47,2.81,1.1,1.24,6830000.00,31,34930000.00,26,0,1,0,2,0,0,0,0,2
6,10,13,1,6,5,3,5,18,13,15,14,6,5,3,5,1.54,4.3,6.5,1.13,2.59,1.25,17000000.00,29,7300000.00,25,2,0,4,2,3,3,1,1,6
6,4,18,1,0,5,6,5,21,14,18,13,15,5,9,5,2.65,3.22,2.87,1.45,1.52,1.38,6780000.00,28,14180000.00,35,2,2,2,2,1,1,1,1,4
6,17,9,1,9,5,6,5,15,14,18,14,3,5,12,5,2.7,3.05,2.96,1.43,1.5,1.41,11550000.00,27,10630000.00,29,0,2,2,3,0,0,1,1,5
6,2,14,1,3,5,6,5,9,14,9,14,3,5,0,5,1.88,3.5,4.55,1.22,1.98,1.33,13480000.00,33,10550000.00,35,2,0,2,0,3,3,0,0,2
6,11,5,1,3,5,3,5,12,14,18,14,3,5,6,5,3.8,3.55,2.04,1.84,1.3,1.33,8680000.00,28,34130000.00,29,1,0,1,1,3,1,1,0,2
6,7,15,1,3,5,3,5,27,14,6,14,6,5,0,5,1.55,4.3,6.3,1.14,2.56,1.24,22800000.00,30,9250000.00,35,1,0,2,0,3,3,0,0,2
6,12,6,1,9,5,6,5,39,14,9,14,15,5,0,5,1.24,6.4,13.5,1.04,4.35,1.14,34930000.00,26,9000000.00,27,1,0,4,0,3,3,0,1,4
6,3,16,1,3,5,0,5,21,14,21,14,9,5,3,5,2.48,3.2,3.1,1.4,1.57,1.38,13200000.00,34,11280000.00,28,3,0,3,1,3,3,1,1,4
6,18,17,1,3,5,12,5,6,15,15,14,3,5,0,5,2.27,3.45,3.25,1.37,1.67,1.34,14180000.00,35,11550000.00,27,1,0,2,0,3,3,0,0,2
6,9,10,1,9,5,3,5,15,14,21,15,9,5,9,5,2.65,3.2,2.9,1.45,1.52,1.38,10630000.00,29,17000000.00,29,0,0,0,0,1,1,0,0,0
6,14,11,1,3,5,3,5,12,14,15,14,3,5,3,5,2.77,3.25,2.72,1.5,1.48,1.37,10550000.00,35,8680000.00,28,0,1,0,1,0,0,0,0,1
6,13,4,1,3,5,0,5,12,14,6,14,0,5,0,5,2.25,3.35,3.4,1.35,1.69,1.35,7300000.00,25,6780000.00,28,1,1,2,1,1,3,1,1,3
6,5,2,1,3,5,3,5,21,14,15,14,9,5,6,5,1.7,3.9,5.2,1.18,2.23,1.28,34130000.00,29,13480000.00,33,0,1,0,1,0,0,0,0,1
6,1,8,1,6,5,6,5,21,14,3,14,9,5,0,5,1.82,3.55,4.85,1.2,2.05,1.32,14300000.00,34,6830000.00,31,0,1,1,1,0,1,1,0,2
6,3,14,1,3,5,6,5,24,15,9,15,9,5,0,5,2.0,3.45,4.05,1.27,1.86,1.34,13200000.00,34,10550000.00,35,0,1,1,1,0,1,1,0,2
6,2,16,1,6,5,0,5,12,15,21,15,6,5,3,5,2.17,3.32,3.65,1.31,1.74,1.36,13480000.00,33,11280000.00,28,1,0,2,0,3,3,0,0,2
6,11,9,1,3,5,6,5,12,15,21,15,0,5,15,5,2.8,3.1,2.76,1.47,1.46,1.39,8680000.00,28,10630000.00,29,0,1,0,1,0,0,0,0,1
6,5,1,1,3,5,3,5,21,15,12,15,6,5,3,5,1.65,4.0,5.4,1.17,2.3,1.26,34130000.00,29,14300000.00,34,3,0,3,0,3,3,0,1,3
6,6,18,1,9,5,3,5,12,15,18,14,3,5,6,5,2.72,3.45,2.6,1.52,1.48,1.33,9000000.00,27,14180000.00,35,1,1,1,3,1,0,1,1,4
6,15,13,1,3,5,3,5,24,15,15,15,6,5,3,5,2.23,3.45,3.35,1.35,1.7,1.34,9250000.00,35,7300000.00,25,0,0,0,0,1,1,0,0,0
6,4,12,1,0,5,9,5,21,15,24,15,12,5,9,5,8.7,4.6,1.42,3.0,1.09,1.22,6780000.00,28,34930000.00,26,1,0,1,0,3,3,0,0,1
6,10,7,1,3,5,0,5,21,14,21,15,9,5,9,5,2.32,3.5,3.2,1.4,1.67,1.34,17000000.00,29,22800000.00,30,1,0,2,1,3,3,1,1,3
6,8,17,1,3,5,9,5,9,15,15,15,3,5,0,5,2.92,3.2,2.62,1.53,1.44,1.38,6830000.00,31,11550000.00,27,0,0,0,1,1,0,0,0,1
6,9,4,1,9,5,0,5,15,15,6,15,9,5,0,5,1.73,3.75,5.2,1.18,2.18,1.3,10630000.00,29,6780000.00,28,0,0,2,1,1,3,1,1,3
6,7,3,1,0,5,3,5,30,15,3,15,9,5,3,5,1.63,4.25,5.3,1.18,2.36,1.25,22800000.00,30,13200000.00,34,1,1,5,1,1,3,1,1,6
6,14,15,1,6,5,3,5,12,15,6,15,3,5,0,5,2.28,3.35,3.35,1.36,1.68,1.36,10550000.00,35,9250000.00,35,1,1,3,1,1,3,1,1,4
6,1,18,1,3,5,6,5,21,15,21,15,6,5,6,5,2.37,3.4,3.1,1.4,1.62,1.34,14300000.00,34,14180000.00,35,0,0,0,1,1,0,0,0,1
6,17,2,1,12,5,6,5,15,15,18,15,3,5,9,5,2.72,3.3,2.74,1.49,1.5,1.36,11550000.00,27,13480000.00,33,1,2,2,3,0,0,1,1,5
6,13,6,1,3,5,12,5,15,15,9,15,3,5,0,5,2.16,3.5,3.5,1.34,1.75,1.34,7300000.00,25,9000000.00,27,0,0,0,0,1,1,0,0,0
6,10,8,1,3,5,6,5,24,15,3,15,9,5,0,5,1.41,5.05,8.1,1.1,3.1,1.2,17000000.00,29,6830000.00,31,1,1,3,2,1,3,1,1,5
6,12,5,1,9,5,3,5,42,15,18,15,15,5,3,5,2.45,3.5,2.92,1.44,1.59,1.33,34930000.00,26,34130000.00,29,0,1,0,2,0,0,0,0,2
6,16,11,1,0,5,6,5,15,15,18,15,12,5,6,5,2.44,3.2,3.2,1.38,1.6,1.38,11280000.00,31,8680000.00,28,0,2,1,2,0,0,1,1,3
6,18,13,1,9,5,0,5,9,16,15,16,6,5,3,5,1.96,3.55,4.1,1.26,1.9,1.33,14180000.00,35,7300000.00,25,2,0,2,0,3,3,0,0,2
6,4,5,1,0,5,3,5,24,16,21,16,12,5,6,5,4.45,4.0,1.78,2.11,1.23,1.27,6780000.00,28,34130000.00,29,0,1,0,3,0,0,0,1,3
6,3,1,1,3,5,6,5,24,16,12,16,9,5,3,5,2.42,3.45,2.95,1.42,1.59,1.33,13200000.00,34,14300000.00,34,1,0,1,1,3,1,1,0,2
6,2,10,1,9,5,3,5,15,16,21,16,9,5,9,5,2.84,3.45,2.5,1.56,1.45,1.33,13480000.00,33,17000000.00,29,0,0,2,1,1,3,1,1,3
6,6,7,1,12,5,0,5,12,16,21,16,3,5,6,5,4.15,3.8,1.86,1.98,1.25,1.28,9000000.00,27,22800000.00,30,0,0,1,0,1,3,0,0,1
6,14,8,1,3,5,6,5,15,16,3,16,6,5,0,5,1.55,4.3,6.3,1.14,2.56,1.24,10550000.00,38,6830000.00,31,2,0,4,2,3,3,1,1,6
6,11,17,1,9,5,12,5,12,16,18,16,0,5,3,5,2.11,3.45,3.65,1.31,1.77,1.34,8680000.00,28,11550000.00,27,2,1,3,1,3,3,1,1,4
6,15,12,1,3,5,9,5,24,16,24,16,3,5,6,5,4.5,4.45,1.68,2.24,1.22,1.22,9250000.00,35,34930000.00,27,1,0,1,2,3,0,1,1,3
6,16,9,1,3,5,6,5,15,16,24,16,9,5,15,5,2.68,3.35,2.7,1.49,1.5,1.34,11280000.00,31,10630000.00,29,1,1,1,1,1,1,1,0,2
6,1,15,1,6,5,6,5,21,16,6,16,3,5,0,5,2.5,3.55,2.78,1.47,1.56,1.32,14300000.00,34,9250000.00,35,1,0,3,0,3,3,0,1,3
6,5,3,1,6,5,3,5,24,16,3,16,9,5,3,5,1.35,5.4,9.1,1.08,3.4,1.18,34130000.00,29,13200000.00,34,1,0,2,0,3,3,0,0,2
6,7,14,1,0,5,3,5,33,16,9,16,12,5,0,5,1.77,4.1,4.3,1.24,2.1,1.25,22800000.00,30,10550000.00,38,2,1,3,1,3,3,1,1,4
6,8,2,1,6,5,6,5,9,16,21,16,0,5,9,5,3.9,3.6,1.97,1.87,1.27,1.31,6830000.00,31,13480000.00,33,0,0,0,0,1,1,0,0,0
6,9,6,1,6,5,9,5,18,16,9,16,9,5,0,5,1.86,3.55,4.55,1.22,1.99,1.32,10630000.00,29,9000000.00,27,3,1,3,0,3,3,0,1,3
6,10,11,1,0,5,9,5,27,16,21,16,12,5,6,5,1.63,4.25,5.2,1.18,2.34,1.24,17000000.00,29,8680000.00,28,1,0,4,0,3,3,0,1,4
